id,tgl_masuk_barang_gudang,nomor_po,nama_brg,nie_brg,tipe_brg,merk_brg,negara_asal,stok,deskripsi_alat,harga_beli,harga_satuan,status_cek
7978,0000-00-00,,"ROCHESTER-PEAN HEMOSTATIC FORCEPS, CURVED, 22CM, 8 3/4""",,HB 555,HEBU,GERMANY,1,,0,2352700,1
7979,0000-00-00,,"HARTMANN NASAL POLYPUS FORCEPS, 16CM, 6 1/4""",,HB 5550,HEBU,GERMANY,1,,0,3377200,1
7980,0000-00-00,,"HARTMANN NASAL POLYPUS FORCEPS, 20CM, 8""",,HB 5551,HEBU,GERMANY,1,,0,3720600,1
7981,0000-00-00,,"HEYMANN-KNIGHT NASAL POLYPUSFORCEPS, 18CM, 7""",,HB 5552,HEBU,GERMANY,1,,0,4190400,1
7982,0000-00-00,,"LITTAUER NASAL POLYPUSFORCEPS, 18CM, 7""",,HB 5553,HEBU,GERMANY,1,,0,4663500,1
7983,0000-00-00,,"TROELTSCH NASAL AND EARDRESSING FORCEPS, 11CM, 4 1/2""",,HB 5554,HEBU,GERMANY,1,,0,803600,1
7984,0000-00-00,,"TROELTSCH NASAL AND EAR DRESSING FORCEPS, 12CM, 4 3/4""",,HB 5555,HEBU,GERMANY,40,,0,938600,1
7985,0000-00-00,,"TROELTSCH NASAL AND EAR DRESSING FORCEPS, 15CM, 6""",,HB 5556,HEBU,GERMANY,7,,0,1253900,1
7986,0000-00-00,,"TROELTSCH NASAL AND EAR DRESSING FORCEPS, 18CM, 7""",,HB 5557,HEBU,GERMANY,9,,0,1342500,1
7987,0000-00-00,,"TROELTSCH (WILDE) NASAL AND EAR DRESSING FORCEPS, 12CM, 4 3/4""",,HB 5559,HEBU,GERMANY,5,,0,824100,1
7988,0000-00-00,,"ROCHESTER-PEAN HEMOSTATIC FORCEPS, CURVED, 24CM, 9 1/2""",,HB 556,HEBU,GERMANY,5,,0,2572100,1
7989,0000-00-00,,"TROELTSCH (WILDE) NASAL AND EAR DRESSING FORCEPS, 15CM, 6""",,HB 5560,HEBU,GERMANY,4,,0,1413800,1
7990,0000-00-00,,"SHEEHY OSSICLE HOLDING CLAMP,12CM, SERRATED",,HB 5561-01,HEBU,GERMANY,1,,0,2681700,1
7991,0000-00-00,,DERLACKI OSSICLE HOLDING CLAMP12CM,,HB 5561-02,HEBU,GERMANY,1,,0,3782200,1
7992,0000-00-00,,"JANSEN NASAL AND EAR DRESSING FORCEPS, BAYONET-SHAPED, 16CM, 6 1/2""",,HB 5562,HEBU,GERMANY,1,,0,946100,1
7993,0000-00-00,,"JANSEN NASAL AND EAR DRESSINGFORCEPS, BAYONET-SHAPED,FINE, 16CM, 6 1/2""",,HB 5562F,HEBU,GERMANY,1,,0,1168600,1
7994,0000-00-00,,"JANSEN NASAL AND EAR DRESSING FORCEPS, BAYONET-SHAPED, 18CM, 7""",,HB 5563,HEBU,GERMANY,1,,0,1189100,1
7995,0000-00-00,,"JANSEN NASAL AND EAR DRESSINGFORCEPS, BAYONET-SHAPED,FINE, 18CM, 7""",,HB 5563F,HEBU,GERMANY,1,,0,1411600,1
7996,0000-00-00,,"GRÜNWALD-JANSEN NASAL AND EAR DRESSING FORCEPS, 20CM, 8""",,HB 5564,HEBU,GERMANY,4,,0,1433200,1
7997,0000-00-00,,"GRÜNWALD-JANSEN NASAL ANDEAR DRESSING FORCEPS,BAYONET-SHAPED, FINE, 20CM,8""",,HB 5564F,HEBU,GERMANY,1,,0,1655700,1
7998,0000-00-00,,"LUCAE NASAL AND EAR DRESSING FORCEPS, 14CM, 5 1/2""",,HB 5565,HEBU,GERMANY,42,,0,828400,1
7999,0000-00-00,,"LUCAE NASAL AND EAR DRESSINGFORCEPS, FINE, 14CM, 5 1/2""",,HB 5565F,HEBU,GERMANY,1,,0,952600,1
8000,0000-00-00,,"LUCAE 1X2 NASAL AND EAR DRESSING FORCEPS, 14CM, 5 1/2""",,HB 5566,HEBU,GERMANY,10,,0,950400,1
8001,0000-00-00,,"COTTLE NASAL AND EAR DRESSINGFORCEPS, 14CM, 5 1/2""",,HB 5567,HEBU,GERMANY,1,,0,4988600,1
8002,0000-00-00,,"WESTMACOTT NASAL FORCEPS, 20CM, 8""",,HB 5568,HEBU,GERMANY,1,,0,5961600,1
8003,0000-00-00,,"GRAIG NASAL SEPTUM FORCEPS,18CM, 7""",,HB 5569,HEBU,GERMANY,1,,0,9010500,1
8004,0000-00-00,,"KILLIAN NASAL FORCEPS, 17CM,6 3/4""",,HB 5570,HEBU,GERMANY,1,,0,6622600,1
8005,0000-00-00,,"KNIGHT SEPTUM FORCEPS, 18CM, 7""",,HB 5571-18,HEBU,GERMANY,1,,0,8135700,1
8006,0000-00-00,,"LUC ETHMOID FORCEPS, FIG.1,20CM, 8""",,HB 5573-01,HEBU,GERMANY,1,,0,7677800,1
8007,0000-00-00,,"LUC ETHMOID FORCEPS, FIG.2,20CM, 8""",,HB 5573-02,HEBU,GERMANY,1,,0,7677800,1
8008,0000-00-00,,"MIDDLETON-JANSEN SEPTUMFORCEPS, THROUGH-CUTTING,19CM, 7 1/2""",,HB 5574-01,HEBU,GERMANY,1,,0,21414300,1
8009,0000-00-00,,"MIDDLETON-JANSEN SEPTUMFORCEPS, SPOON-SHAPED JAW,19CM, 7 1/2""",,HB 5574-02,HEBU,GERMANY,1,,0,21414300,1
8010,0000-00-00,,"HAJEK SPHENOID PUNCH, FIG.1, 4X4MM, 14CM, 5 1/2""",,HB 5590,HEBU,GERMANY,1,,0,28479600,1
8011,0000-00-00,,"HAJEK SPHENOID PUNCH, FIG.1,4X4MM, 14CM, 5 1/2""",,HB 5591,HEBU,GERMANY,1,,0,28479600,1
8012,0000-00-00,,"HAJEK SPHENOID PUNCH, FIG.3,3,5X3,5MM, 14CM, 5 1/2""",,HB 5592,HEBU,GERMANY,1,,0,28479600,1
8013,0000-00-00,,"HAJEK SPHENOID PUNCH, FIG.4,3,5X3,5MM, 14CM, 5 1/2""",,HB 5593,HEBU,GERMANY,1,,0,28479600,1
8014,0000-00-00,,"KERRISON ANTRUM PUNCH FORCEPS,4MM, 17CM, 6 3/4""",,HB 5596,HEBU,GERMANY,1,,0,20550300,1
8015,0000-00-00,,"KERRISON ANTRUM PUNCH FORCEPS,5MM, 17CM, 6 3/4""",,HB 5597,HEBU,GERMANY,1,,0,20550300,1
8016,0000-00-00,,"KERRISON ANTRUM PUNCH FORCEPS,6MM, 17CM, 6 3/4""",,HB 5598,HEBU,GERMANY,1,,0,20550300,1
8017,0000-00-00,,"FREER SEPTUM ELEVATOR, SHARP19,5CM, 7 1/2""",,HB 5601,HEBU,GERMANY,1,,0,1303600,1
8018,0000-00-00,,"FREER SEPTUM ELEVATOR, BLUNT19,5CM, 7 1/2""",,HB 5602,HEBU,GERMANY,1,,0,1303600,1
8019,0000-00-00,,"FREER SEPTUM ELEVATOR, DOUBLE, SHARP/BLUNT, 18CM, 7""",,HB 5603,HEBU,GERMANY,1,,0,1303600,1
8020,0000-00-00,,"FREER SEPTUM ELEVATOR, DOUBLE,SHARP/BLUNT, 18CM, 7""",,HB 5603-04,HEBU,GERMANY,1,,0,1303600,1
8021,0000-00-00,,"JOSEPH-FREER ELEVATOR, DOUBLE,SHARP/SHARP, 7 3/4""",,HB 5603-05,HEBU,GERMANY,1,,0,1560600,1
8022,0000-00-00,,"D.E. FREER ELEVATOR, DOUBLE,SHARP/BLUNT, 6.5MM, 7 3/4""",,HB 5603-06,HEBU,GERMANY,1,,0,1303600,1
8023,0000-00-00,,"D.E. FREER ELEVATOR, DOUBLE,SHARP/BLUNT, 19,5CM, 7 1/2""COATED BLACK",,HB 5603-14,HEBU,GERMANY,1,,0,3193600,1
8024,0000-00-00,,"JOSEPH-MASING SEPTUM ELEVATOR,22CM, 8 3/4""",,HB 5604,HEBU,GERMANY,1,,0,2808000,1
8025,0000-00-00,,"KILLIAN SEPTUM ELEVATOR, 18CM,7""",,HB 5605,HEBU,GERMANY,1,,0,2620100,1
8026,0000-00-00,,"FAULKNER CURETTE, 21CM, 8 1/4""",,HB 5606,HEBU,GERMANY,1,,0,4607300,1
8027,0000-00-00,,"BALLENGER-HAJEK SEPTUMELEVATOR, DOUBLE, 19CM, 7 1/2""",,HB 5607,HEBU,GERMANY,1,,0,1724800,1
8028,0000-00-00,,"BALLENGER-HAJEK SEPTUMELEVATOR, DOUBLE, 22CM, 8 3/4""",,HB 5608,HEBU,GERMANY,1,,0,1782000,1
8029,0000-00-00,,"FREER-YASARGIL SEPTUM ELEVATOR,18,5CM, 7 1/4""""""",,HB 5609,HEBU,GERMANY,1,,0,2386800,1
8030,0000-00-00,,"KILLIAN SEPTUM ELEVATOR, 18CM,7""",,HB 5609-18,HEBU,GERMANY,1,,0,1603800,1
8031,0000-00-00,,"KILLIAN SEPTUM ELEVATOR, 22CM,8 3/4""",,HB 5609-22,HEBU,GERMANY,1,,0,1782000,1
8032,0000-00-00,,"PIERCE SEPTUM ELEVATOR, 21CM, 8 1/4""",,HB 5610,HEBU,GERMANY,1,,0,2073600,1
8033,0000-00-00,,"PENNINGTON SEPTUM ELEVATOR,21CM, 8 1/4""",,HB 5611,HEBU,GERMANY,1,,0,1921400,1
8034,0000-00-00,,"PERIO ELEVATOR, SHARP, 16CM,6 1/4""",,HB 5612-01,HEBU,GERMANY,1,,0,1974300,1
8035,0000-00-00,,"OCHSNER-KOCHER HEMOSTATIC FORCEPS, STRAIGHT, 13CM, 5""",,HB 563,HEBU,GERMANY,2,,0,1113400,1
8036,0000-00-00,,"RUBIN NASAL OSTEOTOME, 12MM,18CM, 7""",,HB 5630-12,HEBU,GERMANY,1,,0,4589000,1
8037,0000-00-00,,"RUBIN NASAL OSTEOTOME, 14MM,18CM, 7""",,HB 5630-14,HEBU,GERMANY,1,,0,4589000,1
8038,0000-00-00,,"RUBIN NASAL OSTEOTOME, 16MM,18CM, 7""",,HB 5630-16,HEBU,GERMANY,1,,0,4589000,1
8039,0000-00-00,,"SILVER NASAL OSTEOTOME,STRAIGHT, 18CM, 7""",,HB 5631-01,HEBU,GERMANY,1,,0,3635300,1
8040,0000-00-00,,"SILVER NASAL OSTEOTOME, RIGHT,18CM, 7""",,HB 5631-02,HEBU,GERMANY,1,,0,3635300,1
8041,0000-00-00,,"SILVER NASAL OSTEOTOME, LEFT,18CM, 7""",,HB 5631-03,HEBU,GERMANY,1,,0,3635300,1
8042,0000-00-00,,"FREER CHISEL, STRAIGHT, 4MM, 16CM, 6 1/4""",,HB 5632-01,HEBU,GERMANY,1,,0,1561700,1
8043,0000-00-00,,"FREER CHISEL, CURVED, 4MM, 16CM, 6 1/4""",,HB 5632-02,HEBU,GERMANY,1,,0,1561700,1
8044,0000-00-00,,"FREER SEPTUM GOUGE, 6MM,15CM, 6""",,HB 5633,HEBU,GERMANY,1,,0,2177300,1
8045,0000-00-00,,"KILLIAN SEPTUM GOUGE, 5MM,17CM, 6 3/4""",,HB 5634-01,HEBU,GERMANY,1,,0,2327400,1
8046,0000-00-00,,"KILLIAN-CLAUS SEPTUM GOUGE,5MM, 17CM, 6 3/4""",,HB 5634-02,HEBU,GERMANY,1,,0,2327400,1
8047,0000-00-00,,"JOSEPH NASAL SAW, FIG.1, 19CM,7 1/2""",,HB 5635-01,HEBU,GERMANY,1,,0,3820000,1
8048,0000-00-00,,"JOSEPH NASAL SAW, FIG.2, 19CM,7 1/2""",,HB 5635-02,HEBU,GERMANY,1,,0,3899900,1
8049,0000-00-00,,"JOSEPH NASAL SAW, FIG.3, 19CM,7 1/2""",,HB 5635-03,HEBU,GERMANY,1,,0,3899900,1
8050,0000-00-00,,"JOSEPH NASAL SAW, FIG.1, 17CM,6 3/4""",,HB 5636-01,HEBU,GERMANY,1,,0,6607500,1
8051,0000-00-00,,"JOSEPH NASAL SAW, FIG.2, 17CM,6 3/4""",,HB 5636-02,HEBU,GERMANY,1,,0,6607500,1
8052,0000-00-00,,"FORMON PERIOSTEAL ELEVATORS,DOUBLE-ENDED, TC, FIG. 1/2,20CM, 8""",,HB 5639-01,HEBU,GERMANY,1,,0,15268000,1
8053,0000-00-00,,"FORMON PERIOSTEAL ELEVATORS,DOUBLE-ENDED, TC, FIG. 3/4,20CM, 8""",,HB 5639-02,HEBU,GERMANY,1,,0,15268000,1
8054,0000-00-00,,"FORMON PERIOSTEAL ELEVATORS,DOUBLE-ENDED, TC, FIG. 5/6,20CM, 8""",,HB 5639-03,HEBU,GERMANY,1,,0,15268000,1
8055,0000-00-00,,"FORMON PERIOSTEAL ELEVATORS,DOUBLE-ENDED, TC, FIG. 7/8,20CM, 8""",,HB 5639-04,HEBU,GERMANY,1,,0,15268000,1
8056,0000-00-00,,"FORMON PERIOSTEAL ELEVATORS,DOUBLE-ENDED, TC, FIG. 1/10,20CM, 8""",,HB 5639-05,HEBU,GERMANY,1,,0,15268000,1
8057,0000-00-00,,"MALTZ NASAL RASP, 16CM, 6 1/4""",,HB 5640-16,HEBU,GERMANY,1,,0,4070600,1
8058,0000-00-00,,"FOMON NASAL RASP, 21CM, 8 1/4""",,HB 5641-21,HEBU,GERMANY,1,,0,3736800,1
8059,0000-00-00,,"COTTLE NASAL RASP, 21CM,8 1/4""",,HB 5642-21,HEBU,GERMANY,1,,0,3423600,1
8060,0000-00-00,,"AUFRICHT NASAL RASP, FIG.1,21CM, 8 1/4""",,HB 5643-01,HEBU,GERMANY,1,,0,4228200,1
8061,0000-00-00,,"AUFRICHT NASAL RASP, FIG.2,21CM, 8 1/4""",,HB 5643-02,HEBU,GERMANY,1,,0,4228200,1
8062,0000-00-00,,"WIENER NASAL RASP, FIG.1,18CM, 7""""""",,HB 5644-01,HEBU,GERMANY,1,,0,5039300,1
8063,0000-00-00,,"WIENER NASAL RASP, FIG.2,18CM, 7""",,HB 5644-02,HEBU,GERMANY,1,,0,5039300,1
8064,0000-00-00,,"POLOKOFF BONE FILE,#10, 18CM, 7""",,HB 5645-01,HEBU,GERMANY,1,,0,2669800,1
8065,0000-00-00,,"POLOKOFF BONE FILE,#12, 18CM, 7""",,HB 5645-02,HEBU,GERMANY,1,,0,2669800,1
8066,0000-00-00,,"POLOKOFF BONE FILE,#12A,18CM, 7""",,HB 5645-03,HEBU,GERMANY,1,,0,2669800,1
8067,0000-00-00,,"POLOKOFF BONE FILE,#12CA, 18CM, 7""",,HB 5645-04,HEBU,GERMANY,1,,0,2669800,1
8068,0000-00-00,,"POLOKOFF BONE FILE,#64, 18CM, 7""",,HB 5645-05,HEBU,GERMANY,1,,0,2669800,1
8069,0000-00-00,,"POLOKOFF BONE FILE,#45, 18CM, 7""",,HB 5645-06,HEBU,GERMANY,1,,0,2669800,1
8070,0000-00-00,,"POLOKOFF BONE FILE,18CM,, 7""",,HB 5646-01,HEBU,GERMANY,1,,0,2669800,1
8071,0000-00-00,,"POLOKOFF BONE FILE,21,5CM, 8 1/2""",,HB 5646-02,HEBU,GERMANY,1,,0,2892300,1
8072,0000-00-00,,"POLOKOFF BONE FILE,21,5CM, 8 1/2""",,HB 5647,HEBU,GERMANY,1,,0,3650400,1
8073,0000-00-00,,"OSTIUM SEEKER HOOK FOR POSTERIORNARES, 20CM, 8",,HB 5649,HEBU,GERMANY,1,,0,2565000,1
8074,0000-00-00,,"HOOK FOR POSTERIOR NARES,FIG.1, 15CM, 6""",,HB 5650-01,HEBU,GERMANY,1,,0,1203200,1
8075,0000-00-00,,"HOOK FOR POSTERIOR NARES,FIG.2, 15CM, 6""",,HB 5650-02,HEBU,GERMANY,1,,0,1203200,1
8076,0000-00-00,,"HOOK FOR POSTERIOR NARES,FIG.3, 15CM, 6""",,HB 5650-03,HEBU,GERMANY,1,,0,1203200,1
8077,0000-00-00,,"JOSEPH HOOK FOR POSTERIOR NARES, 16CM, 6 1/4""",,HB 5651-15,HEBU,GERMANY,4,,0,1001200,1
8078,0000-00-00,,"COTTLE HOOK FOR POSTERIORNARES, 16CM, 6 1/4""",,HB 5651-16,HEBU,GERMANY,1,,0,1502300,1
8079,0000-00-00,,"COTTLE HOOK FOR POSTERIORNARES, 22CM, 8 3/4""",,HB 5654-22,HEBU,GERMANY,1,,0,1795000,1
8080,0000-00-00,,"FOMON HOOK FOR POSTERIORNARES, 17CM, 6 3/4""",,HB 5655-17,HEBU,GERMANY,1,,0,1638400,1
8081,0000-00-00,,"AUFRICHT HOOK FOR POSTERIORNARES, 16CM, 6 1/4""",,HB 5656-19,HEBU,GERMANY,1,,0,3200100,1
8082,0000-00-00,,"AUFRICHT HOOK FOR POSTERIORNARES, 12CM, 4 3/4""",,HB 5658-14,HEBU,GERMANY,1,,0,4539300,1
8083,0000-00-00,,"KILNER HOOK FOR POSTERIORNARES, 8,5CM, 3 1/4""",,HB 5659-10,HEBU,GERMANY,1,,0,2378200,1
8084,0000-00-00,,"KOCHER HEMOSTATIC FORCEPS,DELICATE, STRAIGHT, 14CM, 5 1/2""",,HB 566,HEBU,GERMANY,3,,0,1190800,1
8085,0000-00-00,,"CONVERSE HOOK FOR POSTERIORNARES, 12CM, 4 3/4""",,HB 5660-12,HEBU,GERMANY,1,,0,2210800,1
8086,0000-00-00,,"FREER HOOK FOR POSTERIORNARES, 15CM, 6""",,HB 5661-15,HEBU,GERMANY,1,,0,1663200,1
8087,0000-00-00,,"GRUBER HOOK FOR POSTERIORNARES, 10MM, 13CM, 5""",,HB 5662-10,HEBU,GERMANY,1,,0,5005800,1
8088,0000-00-00,,"JOSEPH HOOK FOR POSTERIORNARES, 2MM, 16CM, 6 1/4""",,HB 5663-02,HEBU,GERMANY,1,,0,1691300,1
8089,0000-00-00,,"JOSEPH HOOK FOR POSTERIOR NARES, 5MM, 16CM, 6 1/4""",,HB 5663-05,HEBU,GERMANY,4,,0,1691300,1
8090,0000-00-00,,"JOSEPH HOOK FOR POSTERIORNARES, 7MM, 16CM, 6 1/4""",,HB 5663-07,HEBU,GERMANY,1,,0,1691300,1
8091,0000-00-00,,"JOSEPH HOOK FOR POSTERIORNARES, 10MM, 16CM, 6 1/4""",,HB 5663-10,HEBU,GERMANY,1,,0,1691300,1
8092,0000-00-00,,"JOSEPH HOOK FOR POSTERIORNARES, 2MM, 16CM, 6 1/4"",""COATED BLACK",,HB 5663-12,HEBU,GERMANY,1,,0,1691300,1
8093,0000-00-00,,"JOSEPH HOOK FOR POSTERIORNARES, 2MM, 16CM, 6 1/4"",""COATED BLACK",,HB 5663-13,HEBU,GERMANY,1,,0,3790800,1
8094,0000-00-00,,"JOSEPH HOOK FOR POSTERIORNARES, 5MM, 16CM, 6 1/4"",""COATED BLACK",,HB 5663-15,HEBU,GERMANY,1,,0,3790800,1
8095,0000-00-00,,"JOSEPH HOOK FOR POSTERIORNARES, 7MM, 16CM, 6 1/4"",""COATED BLACK",,HB 5663-17,HEBU,GERMANY,1,,0,3790800,1
8096,0000-00-00,,"JOSEPH HOOK FOR POSTERIORNARES, 10MM, 16CM, 6 1/4"",""COATED BLACK",,HB 5663-20,HEBU,GERMANY,1,,0,3790800,1
8097,0000-00-00,,"JOSEPH HOOK FOR POSTERIORNARES, 12MM, 16CM, 6 1/4"",""COATED BLACK",,HB 5663-22,HEBU,GERMANY,1,,0,3790800,1
8098,0000-00-00,,"FOMON HOOK FOR POSTERIORNARES, 16CM, 6 1/4""",,HB 5664-16,HEBU,GERMANY,1,,0,2637400,1
8099,0000-00-00,,"COTTLE-NEIVERT HOOK FORPOSTERIOR NARES, 20CM, 8""",,HB 5665-20,HEBU,GERMANY,1,,0,4094300,1
8100,0000-00-00,,"COTTLE HOOK FOR POSTERIORNARES, FIG.1, 14CM, 5 1/2""",,HB 5667-01,HEBU,GERMANY,1,,0,2611500,1
8101,0000-00-00,,"COTTLE HOOK FOR POSTERIORNARES, FIG.2, 14CM, 5 1/2""",,HB 5667-02,HEBU,GERMANY,1,,0,2893400,1
8102,0000-00-00,,"COTTLE HOOK FOR POSTERIORNARES, FIG.3, 14CM, 5 1/2""",,HB 5667-03,HEBU,GERMANY,1,,0,2893400,1
8103,0000-00-00,,"COTTLE HOOK FOR POSTERIORNARES, 14CM, 5 1/2""",,HB 5668-14,HEBU,GERMANY,1,,0,2575800,1
8104,0000-00-00,,"NEIVERT HOOK FOR POSTERIORNARES, 20CM, 8""",,HB 5669-16,HEBU,GERMANY,1,,0,3821100,1
8105,0000-00-00,,"COTTLE HOOK FOR POSTERIORNARES, 15CM, 6""",,HB 5670-15,HEBU,GERMANY,1,,0,2921400,1
8106,0000-00-00,,"COTTLE HOOK FOR POSTERIORNARES, 15CM, 6""",,HB 5671-15,HEBU,GERMANY,1,,0,2150300,1
8107,0000-00-00,,"BALLENGER SWIVEL KNIFE,STRAIGHT, 3MM, 22CM, 8 3/4""",,HB 5680-03,HEBU,GERMANY,1,,0,5465900,1
8108,0000-00-00,,"BALLENGER SWIVEL KNIFE,STRAIGHT, 4MM, 22CM, 8 3/4""",,HB 5680-04,HEBU,GERMANY,1,,0,5465900,1
8109,0000-00-00,,"BALLENGER SWIVEL KNIFE,STRAIGHT, 5MM, 22CM, 8 3/4""",,HB 5680-05,HEBU,GERMANY,1,,0,5465900,1
8110,0000-00-00,,"BALLENGER SWIVEL KNIFE,BAYONET-SHAPED, 3MM, 20CM,8""",,HB 5681-03,HEBU,GERMANY,1,,0,6159300,1
8111,0000-00-00,,"BALLENGER SWIVEL KNIFE,BAYONET-SHAPED, 4MM, 20CM,8""",,HB 5681-04,HEBU,GERMANY,1,,0,6159300,1
8112,0000-00-00,,"BALLENGER SWIVEL KNIFE,BAYONET-SHAPED, 5MM, 20CM,8""",,HB 5681-05,HEBU,GERMANY,1,,0,6159300,1
8113,0000-00-00,,"ANTRUM CURETTE, 5MM ROUND CUP,19CM",,HB 5682-01,HEBU,GERMANY,1,,0,3002400,1
8114,0000-00-00,,"ANTRUM CURETTE, 2,5X6MM CUP,19CM",,HB 5682-02,HEBU,GERMANY,1,,0,3002400,1
8115,0000-00-00,,"ANTRUM CURETTE, 4X10MM, 190MM",,HB 5682-03,HEBU,GERMANY,1,,0,3002400,1
8116,0000-00-00,,"ANTRUM CURETTE, 8X10,9MM CUP,19CM",,HB 5682-04,HEBU,GERMANY,1,,0,3002400,1
8117,0000-00-00,,"ANTRUM CURETTE,FORWARD CUTTING19CM",,HB 5682-05,HEBU,GERMANY,1,,0,3002400,1
8118,0000-00-00,,"FRONTAL SINUS CURETTE, 45°,19CM",,HB 5682-11,HEBU,GERMANY,1,,0,3121200,1
8119,0000-00-00,,"FRONTAL SINUS CURETTE, 90°,19CM",,HB 5682-12,HEBU,GERMANY,1,,0,3121200,1
8120,0000-00-00,,"FRONTAL SINUS CURETTE, 75°,18CM",,HB 5682-13,HEBU,GERMANY,1,,0,3121200,1
8121,0000-00-00,,"FRONTAL SINUS CURETTE, 100°,18CM",,HB 5682-14,HEBU,GERMANY,1,,0,3121200,1
8122,0000-00-00,,"COAKLEY SINUS CURETTE, LARGE, 30°, 18,5CM, 7 1/4""",,HB 5683-01,HEBU,GERMANY,3,,0,4172100,1
8123,0000-00-00,,"COAKLEY SINUS CURETTE, LARGE,ANGLED 45°, 18,5CM, 7 1/4""",,HB 5683-02,HEBU,GERMANY,1,,0,4172100,1
8124,0000-00-00,,"COAKLEY SINUS CURETTE, LARGE,ANGLED 105°, 17CM, 6 3/4""",,HB 5683-03,HEBU,GERMANY,1,,0,4172100,1
8125,0000-00-00,,"COAKLEY SINUS CURETTE, SMALL,ANGLED 30°, 19CM, 7 1/2""",,HB 5683-04,HEBU,GERMANY,1,,0,4172100,1
8126,0000-00-00,,"COAKLEY SINUS CURETTE, SMALL,ANGLED 45°, 18,5CM, 7 1/4""",,HB 5683-05,HEBU,GERMANY,1,,0,4172100,1
8127,0000-00-00,,"COAKLEY SINUS CURETTE,TRIANGULAR, ANGLED 45°,17CM,6 3/4""",,HB 5683-06,HEBU,GERMANY,1,,0,4172100,1
8128,0000-00-00,,"COAKLEY-VANDAMME CURETTE,FIG. 0, 21,5CM",,HB 5684-00,HEBU,GERMANY,1,,0,3304800,1
8129,0000-00-00,,"COAKLEY-VANDAMME CURETTE,FIG. 1, 21,5CM",,HB 5684-01,HEBU,GERMANY,1,,0,3304800,1
8130,0000-00-00,,"COAKLEY-VANDAMME CURETTE,FIG. 2, 21,5CM",,HB 5684-02,HEBU,GERMANY,1,,0,3304800,1
8131,0000-00-00,,"COAKLEY-VANDAMME CURETTE,FIG. 3, 21,5CM",,HB 5684-03,HEBU,GERMANY,1,,0,3304800,1
8132,0000-00-00,,"JOSEPH RHINOPLASTIC AND NASAL KNIFE, FIG.1, 15CM, 6""",,HB 5685-01,HEBU,GERMANY,1,,0,2111400,1
8133,0000-00-00,,"JOSEPH RHINOPLASTIC AND NASALKNIFE, FIG.2, 15CM, 6""",,HB 5685-02,HEBU,GERMANY,1,,0,2111400,1
8134,0000-00-00,,"FOMON RHINOPLASTIC AND NASALKNIFE, 16CM, 6 1/4""",,HB 5686-16,HEBU,GERMANY,1,,0,2362000,1
8135,0000-00-00,,"COTTLE RHINOPLASTIC AND NASALKNIFE, 15CM, 6""",,HB 5687-15,HEBU,GERMANY,1,,0,1933200,1
8136,0000-00-00,,"JOSEPH RHINOPLASTIC AND NASALKNIFE, 15CM, 6""",,HB 5688-15,HEBU,GERMANY,1,,0,1989400,1
8137,0000-00-00,,"CONVERSE RHINOPLASTIC ANDNASAL KNIFE, 17,5CM, 6 3/4""",,HB 5689-16,HEBU,GERMANY,1,,0,3207600,1
8138,0000-00-00,,"COTTLE RHINOPLASTIC AND NASALKNIFE, 15CM, 6""",,HB 5690-15,HEBU,GERMANY,1,,0,1793900,1
8139,0000-00-00,,"FREER MUSOUS KNIFE, 16,5CM,6 1/2""",,HB 5691,HEBU,GERMANY,1,,0,3207600,1
8140,0000-00-00,,"FREER MUSOUS KNIFE, FIG. 1,17,5CM, 6 3/4",,HB 5692-01,HEBU,GERMANY,1,,0,3207600,1
8141,0000-00-00,,"FREER MUSOUS KNIFE, FIG. 2,17,5CM, 6 3/4",,HB 5692-02,HEBU,GERMANY,1,,0,3207600,1
8142,0000-00-00,,"VOGEL ADENOID CURETTE, 21CM,8 1/4""",,HB 5700,HEBU,GERMANY,1,,0,3714200,1
8143,0000-00-00,,"BECKMANN ADENOID CURETTE,FIG.1, 22CM, 8 3/4""",,HB 5701,HEBU,GERMANY,1,,0,3714200,1
8144,0000-00-00,,"BECKMANN ADENOID CURETTE,FIG.2, 22CM, 8 3/4""",,HB 5702,HEBU,GERMANY,1,,0,3714200,1
8145,0000-00-00,,"BECKMANN ADENOID CURETTE,FIG.3, 22CM, 8 3/4""",,HB 5703,HEBU,GERMANY,1,,0,3714200,1
8146,0000-00-00,,"BECKMANN ADENOID CURETTE,FIG.4, 22CM, 8 3/4""",,HB 5704,HEBU,GERMANY,1,,0,3714200,1
8147,0000-00-00,,"BECKMANN ADENOID CURETTE,FIG.5, 22CM, 8 3/4""",,HB 5705,HEBU,GERMANY,1,,0,3714200,1
8148,0000-00-00,,"OCHSNER-KOCHER HEMOSTATIC FORCEPS, STRAIGHT,14CM, 5 1/2""",,HB 571,HEBU,GERMANY,220,,0,1113400,1
8149,0000-00-00,,"BARNHILL ADENOID CURETTE, FIG.0, 21,0CM, 8 1/4""",,HB 5710,HEBU,GERMANY,1,,0,3714200,1
8150,0000-00-00,,"BARNHILL ADENOID CURETTE, FIG.1, 21CM, 8 1/4""",,HB 5711,HEBU,GERMANY,4,,0,3714200,1
8151,0000-00-00,,"BARNHILL ADENOID CURETTE, FIG.2, 21CM, 8 1/4""",,HB 5712,HEBU,GERMANY,4,,0,3714200,1
8152,0000-00-00,,"BARNHILL ADENOID CURETTE, FIG.3, 21CM, 8 1/4""",,HB 5713,HEBU,GERMANY,3,,0,3714200,1
